"id","name","fullName","activeIngridient","activeMoiety","routeOfAdministration","drugbank_id","genericMedicine","representedOrganization"
3857,"Hydrochlorothiazide","Hydrochlorothiazide (Tablet)","Hydrochlorothiazide","Hydrochlorothiazide","Oral","DB00999","Hydrochlorothiazide","Ivax Pharmaceuticals, Inc."
3858,"Humulin 70/30","Humulin 70/30 (Injection, Suspension)","Insulin human","Insulin human","Subcutaneous","","Insulin human","Eli Lilly and Company"
3859,"Isolyte H in Dextrose","Isolyte H in Dextrose (Injection)","Dextrose monohydrate","Dextrose","Intravenous","","Dextrose monohydrate, sodium acetate, sodium chloride, potassium chloride and magnesium chloride injection","B. Braun Medical Inc."
3860,"DIVALPROEX SODIUM DELAYED-RELEASE","DIVALPROEX SODIUM DELAYED-RELEASE (Tablet, Film Coated)","Divalproex sodium","Valproic acid","Oral","DB00510","DIVALPROEX SODIUM","ORCHID HEALTHCARE (A DIVISION OF ORCHID CHEMICALS AND PHARMACEUTICALS LTD.)"
3861,"Fortical","Fortical (Spray, Metered)","calcitonin, salmon","calcitonin, salmon","Nasal","","calcitonin, salmon","UPSHER-SMITH LABORATORIES, INC."
3862,"ETOPOPHOS","ETOPOPHOS (Injection, Powder, Lyophilized, For Solution)","etoposide phosphate","etoposide","Intravenous","","etoposide phosphate","Bristol-Myers Squibb Company"
3863,"Loniten","Loniten (Tablet)","minoxidil","minoxidil","Oral","DB00350","minoxidil","Pharmacia and Upjohn Company"
3864,"Perphenazine and Amitriptyline Hydrochloride","Perphenazine and Amitriptyline Hydrochloride (Tablet, Film Coated)","Perphenazine","Perphenazine","Oral","","perphenazine and amitriptyline hydrochloride","Mylan Pharmaceuticals Inc."
3865,"Norpace","Norpace (Capsule, Gelatin Coated)","disopyramide phosphate","disopyramide","Oral","","disopyramide phosphate","G.D. Searle, LLC"
3866,"Cytadren","Cytadren (Tablet)","aminoglutethimide","aminoglutethimide","Oral","DB00357","aminoglutethimide","Novartis Pharmaceuticals Corporation"
3867,"FOLIC ACID","FOLIC ACID (Tablet)","folic acid","folic acid","Oral","DB00158","folic acid","MUTUAL PHARMACEUTICAL COMPANY, INC."
3868,"DOPamine Hydrochloride and Dextrose","DOPamine Hydrochloride and Dextrose (Injection, Solution)","Dopamine Hydrochloride","Dopamine","Intravenous","","Dopamine Hydrochloride and Dextrose","Hospira, Inc."
3869,"Fluphenazine Hydrochloride","Fluphenazine Hydrochloride (Tablet, Film Coated)","fluphenazine hydrochloride","fluphenazine","Oral","","Fluphenazine Hydrochloride","Sandoz Inc."
3870,"Cladribine","Cladribine (Injection)","cladribine","cladribine","Intravenous","DB00242","Cladribine","Bedford Laboratories"
3871,"AtroPen Auto-Injector","AtroPen Auto-Injector (Injection)","Atropine sulfate","Atropine","Intramuscular","","Atropine sulfate","Meridian Medical Technologies, Inc."
3872,"Thalitone","Thalitone (Tablet)","chlorthalidone","chlorthalidone","Oral","DB00310","chlorthalidone","Monarch Pharmaceuticals, Inc."
3873,"Leflunomide","Leflunomide (Tablet, Film Coated)","leflunomide","leflunomide","Oral","DB01097","Leflunomide","Sandoz Inc."
3874,"Butalbital, Aspirin, and Caffeine","Butalbital, Aspirin, and Caffeine (Capsule)","butalbital","butalbital","Oral","","butalbital, aspirin, and caffeine","Watson Laboratories, Inc."
3875,"Enalapril Maleate","Enalapril Maleate (Tablet)","enalapril maleate","enalapril","Oral","","Enalapril Maleate","Teva Pharmaceuticals USA"
3876,"CARISOPRODOL","CARISOPRODOL (Tablet)","carisoprodol","carisoprodol","Oral","DB00395","carisoprodol","Vintage Pharmaceuticals, LLC"
3877,"RENOVA","RENOVA (Cream)","Tretinoin","Tretinoin","Topical","DB00755","Tretinoin","Ortho Neutrogena"
3878,"Mexitil","Mexitil (Capsule)","mexiletine hydrochloride","mexiletine","Oral","","mexiletine hydrochloride","Boehringer Ingelheim Pharmaceuticals, Inc."
3879,"Zonisamide","Zonisamide (Capsule)","Zonisamide","Zonisamide","Oral","DB00909","Zonisamide","Teva Pharmaceuticals USA"
3880,"M.V.I. Adult","M.V.I. Adult (Injection, Solution, Concentrate)","retinol","retinol","Intravenous","","Retinol, Ergocalciferol, alpha-tocopherol acetate, dl-, phytonadione,
ascorbic acid, niacinamide, riboflavin phosphate sodium, thiamine,
pyridoxine hydrochloride, dexpanthenol, biotin, folic acid and cyanocobalamin","Hospira, Inc."
3881,"PENTASA","PENTASA (Capsule)","mesalamine","mesalamine","Oral","","mesalamine","Shire US Inc."
3882,"Zonalon","Zonalon (Cream)","doxepin hydrochloride","doxepin","Topical","","doxepin hydrochloride","DOAK DERMATOLOGICS"
3883,"Conray 400","Conray 400 (Injection)","Iothalamate Sodium","Iothalamic acid","Intravascular","","Iothalamate Sodium","Mallinckrodt Inc."
3884,"Chlordiazepoxide Hydrochloride","Chlordiazepoxide Hydrochloride (Capsule)","chlordiazepoxide hydrochloride","chlordiazepoxide","Oral","","Chlordiazepoxide Hydrochloride","BARR LABORATORIES, INC."
3885,"Targretin","Targretin (Gel)","bexarotene","bexarotene","Topical","DB00307","bexarotene","Ligand Pharmaceuticals Inc."
3886,"Vidaza","Vidaza (Injection, Powder, Lyophilized, For Suspension)","azacitidine","azacitidine","Subcutaneous","DB00928","azacitidine","Pharmion Corporation"
3887,"Sodium Chloride","Sodium Chloride (Solution)","Sodium Chloride","Sodium Chloride","Intravascular","","Sodium Chloride","Mallinckrodt Inc. tyco Healthcare"
3888,"Metformin Hydrochloride","Metformin Hydrochloride (Tablet, Film Coated)","Metformin Hydrochloride","Metformin","Oral","","Metformin Hydrochloride","Sandoz Inc."
3889,"Adenoscan","Adenoscan (Injection)","adenosine","adenosine","Intravenous","DB00640","adenosine","Astellas Pharma US, Inc."
3890,"Cortisporin","Cortisporin (Cream)","neomycin sulfate","neomycin","Topical","","neomycin sulfate, polymyxin B sulfate and hydrocortisone acetate","Monarch Pharmaceuticals, Inc."
3891,"cabergoline","cabergoline (Tablet)","cabergoline","cabergoline","Oral","DB00248","cabergoline","Greenstone, Ltd."
3892,"Laryng-O-Jet","Laryng-O-Jet (Solution)","Lidocaine Hydrochloride","Lidocaine","Topical","","Lidocaine Hydrochloride","International Medication Systems, Limited"
3893,"Rilutek","Rilutek (Tablet, Film Coated)","riluzole","riluzole","Oral","DB00740","riluzole","sanofi-aventis U.S. LLC"
3894,"Nitroglycerin","Nitroglycerin (Injection, Solution, Concentrate)","nitroglycerin","nitroglycerin","Intravenous","DB00727","Nitroglycerin","Hospira"
3895,"Dextrose","Dextrose (Injection, Solution)","Dextrose hydrous","Dextrose","Intravenous","","Dextrose","HOSPIRA, INC."
3896,"KENALOG","KENALOG (Ointment)","triamcinolone acetonide","triamcinolone","Topical","","triamcinolone acetonide","APOTHECON"
3897,"ACETAMINOPHEN, ASPIRIN AND CODEINE PHOSPHATE","ACETAMINOPHEN, ASPIRIN AND CODEINE PHOSPHATE (Capsule)","ACETAMINOPHEN","ACETAMINOPHEN","Oral","","ACETAMINOPHEN, ASPIRIN AND CODEINE PHOSPHATE",""
3898,"ProcalAmine","ProcalAmine (Injection)","Glycerin","glycerol","Intravenous","","Glycerin, Isoleucine, Leucine, Lysine Acetate, Methionine, Phenylalanine, Threonine, Tryptophan, Valine, Alanine, Arginine, Glycine, Histidine, Proline, Serine, Cysteine Hydrochloride, Sodium Acetate, Magnesium Acetate, Calcium Acetate, Sodium Chloride, Potassium Chloride, and Phosphoric Acid","B. Braun Medical Inc."
3899,"SERZONE","SERZONE (Tablet)","nefazodone hydrochloride","nefazodone","Oral","","Nefazodone Hydrochloride","Bristol-Myers Squibb Company"
3900,"Inderide","Inderide (Tablet)","propranolol hydrochloride","propranolol","Oral","","Propranolol Hydrochloride and Hydrochlorothiazide","Wyeth Pharmaceuticals, Inc."
3901,"Hydrocortisone","Hydrocortisone (Cream)","Hydrocortisone","Hydrocortisone","Topical","DB00741","Hydrocortisone","Taro Pharmaceuticals U.S.A., Inc."
3902,"Benazepril Hydrochloride and Hydrochlorothiazide","Benazepril Hydrochloride and Hydrochlorothiazide (Tablet, Film Coated)","Benazepril Hydrochloride","Benazepril","Oral","","Benazepril Hydrochloride and Hydrochlorothiazide","Mylan Pharmaceuticals Inc."
3903,"Fluvoxamine Maleate","Fluvoxamine Maleate (Tablet, Film Coated)","Fluvoxamine Maleate","Fluvoxamine","Oral","","Fluvoxamine Maleate","BARR LABORATORIES, INC."
3904,"Naftin","Naftin (Gel)","naftifine hydrochloride","naftifine","Topical","","naftifine hydrochloride","Merz Pharmaceuticals"
3905,"Camptosar","Camptosar (Injection, Solution)","irinotecan hydrochloride","irinotecan","Intravenous","","irinotecan hydrochloride","Pharmacia and Upjohn Company"
3906,"Griseofulvin","Griseofulvin (Suspension)","Griseofulvin","Griseofulvin","Oral","DB00400","Griseofulvin","Patriot Pharmaceuticals, LLC"
3907,"SARAFEM","SARAFEM (Tablet)","FLUOXETINE HYDROCHLORIDE","FLUOXETINE","Oral","","fluoxetine hydrochloride","Warner Chilcott (US), Inc."
3908,"Amiodarone Hydrochloride","Amiodarone Hydrochloride (Tablet)","amiodarone hydrochloride","amiodarone","Oral","","Amiodarone Hydrochloride","BARR LABORATORIES, INC."
3909,"FLOXIN","FLOXIN (Solution)","Ofloxacin","ofloxacin","Auricular (otic)","DB01165","Ofloxacin","Daiichi Sankyo, Inc."
3910,"Cystografin Dilute","Cystografin Dilute (Injection, Solution)","diatrizoate meglumine","diatrizoic acid","Intravesical","","diatrizoate meglumine","Bracco Diagnostics Inc."
3911,"Acetic Acid","Acetic Acid (Solution/ Drops)","Acetic Acid","Acetic Acid","Auricular (otic)","DB03166","Acetic Acid","Bausch&Lomb Incorporated"
3912,"MultiHance","MultiHance (Injection, Solution)","gadobenate dimeglumine","gadobenic acid","Intravenous","DB00743","gadobenate dimeglumine","Bracco Diagnostics Inc."
3913,"Luvox CR","Luvox CR (Capsule, Extended Release)","FLUVOXAMINE MALEATE","FLUVOXAMINE","Oral","","fluvoxamine maleate","Jazz Pharmaceuticals, Inc."
3914,"Venlafaxine Hydrochloride","Venlafaxine Hydrochloride (Tablet)","venlafaxine hydrochloride","venlafaxine","Oral","","Venlafaxine Hydrochloride","Teva Pharmaceuticals USA"
3915,"Vagifem","Vagifem (Tablet, Film Coated)","estradiol","estradiol","Vaginal","DB00783","estradiol","Novo Nordisk Pharmaceuticals, Inc."
3916,"Potassium Chloride in Dextrose","Potassium Chloride in Dextrose (Injection)","Potassium Chloride","Potassium Chloride","Intravenous","","Potassium Chloride and Dextrose monohydrate","B. Braun Medical Inc."
3917,"Nystatin","Nystatin (Powder)","Nystatin","Nystatin","Topical","DB00646","nystatin","Par Pharmaceutical Inc."
3918,"Betamethasone Dipropionate","Betamethasone Dipropionate (Lotion)","Betamethasone Dipropionate","Betamethasone","Topical","","Betamethasone Dipropionate","Perrigo New York, Inc."
3919,"Zidovudine","Zidovudine (Syrup)","ZIDOVUDINE","ZIDOVUDINE","Oral","DB00495","Zidovudine","Cipla Ltd."
3920,"Aminosyn-PF","Aminosyn-PF (Injection, Solution)","Isoleucine","Isoleucine","Intravenous","","Isoleucine, leucine, lysine, methionine, phenylalanine, threonine, tryptophan, valine, alanine, arginine, aspartic acid, glutamic acid, histidine, proline, serine, tyrosine, taurine and glycine","HOSPIRA, INC."
3921,"Nutropin","Nutropin (Kit)","Somatropin","Somatropin","Subcutaneous","","Somatropin","Genentech, Inc."
3922,"XYLOCAINE MPF","XYLOCAINE MPF (Solution)","Lidocaine hydrochloride","Lidocaine","Retrobulbar","","Lidocaine hydrochloride","AstraZeneca LP"
3923,"Potassium Chloride ER","Potassium Chloride ER (Tablet, Extended Release)","Potassium Chloride","Potassium Chloride","Oral","DB00761","Potassium Chloride","KV Pharmaceutical Co."
3924,"LEXXEL","LEXXEL (Tablet, Extended Release)","Enalapril maleate","Enalapril","Oral","","Enalapril maleate and Felodipine","AstraZeneca LP"
3925,"Chromitope Sodium","Chromitope Sodium (Injection, Solution)","Sodium Chromate, Cr-51","Sodium Chromate, Cr-51","Intravenous","","Sodium Chromate, Cr 51","Bracco Diagnostics Inc."
3926,"Terbutaline Sulfate","Terbutaline Sulfate (Injection)","terbutaline sulfate","terbutaline","Subcutaneous","","Terbutaline Sulfate","Bedford Laboratories"
3927,"Prednicarbate","Prednicarbate (Ointment)","Prednicarbate","prednicarbate","Topical","DB01130","Prednicarbate","E. FOUGERA&CO."
3928,"Dextrose","Dextrose (Injection, Solution)","Dextrose Hydrous","Dextrose","Intravenous","","Dextrose","Hospira"
3929,"Vivelle-Dot","Vivelle-Dot (Patch, Extended Release)","estradiol","estradiol","Transdermal","DB00783","estradiol","Novartis Pharmaceuticals Corporation"
3930,"Neomycin and Polymyxin B Sulfates and Gramicidin","Neomycin and Polymyxin B Sulfates and Gramicidin (Solution / Drops)","Neomycin Sulfate","Neomycin","Ophthalmic","","Neomycin sulfate, Polymyxin B Sulfate and Gramicidin","Bausch&Lomb Incorporated"
3931,"Medihaler Ergotamine","Medihaler Ergotamine (Aerosol, Metered)","ergotamine tartrate","ergotamine","Oral","","ergotamine tartrate","3M Riker"
3932,"Bumetanide","Bumetanide (Injection, Solution)","bumetanide","bumetanide","Intramuscular","DB00887","Bumetanide","HOSPIRA, INC"
3933,"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen (Tablet)","hydrocodone bitartrate","hydrocodone","Oral","","Hydrocodone Bitartrate and Acetaminophen","Atley Pharmaceuticals, Inc."
3934,"EPOPROSTENOL","EPOPROSTENOL (Powder, For Solution)","EPOPROSTENOL SODIUM","EPOPROSTENOL","Intravenous","","epoprostenol sodium","GeneraMedix Inc"
3935,"Viracept","Viracept (Tablet, Film Coated)","nelfinavir mesylate","nelfinavir","Oral","","nelfinavir mesylate","AGOURON PHARMACEUTICALS, INC."
3936,"IXEMPRA","IXEMPRA (Kit)","ixabepilone","ixabepilone","Intravenous","","ixabepilone","Bristol-Myers Squibb"
3937,"Citalopram Hydrobromide","Citalopram Hydrobromide (Solution)","Citalopram Hydrobromide","Citalopram","Oral","","Citalopram Hydrobromide","Aurobindo Pharma Limited"
3938,"Apidra","Apidra (Injection, Solution)","insulin glulisine","insulin glulisine","Subcutaneous","","insulin glulisine","sanofi-aventis U.S. LLC"
3939,"Ethosuximide","Ethosuximide (Syrup)","ethosuximide","ethosuximide","Oral","DB00593","Ethosuximide","MIKART, INC."
3940,"Iodotope","Iodotope (Capsule, Gelatin Coated)","Sodium Iodide, I-131","Sodium Iodide, I-131","Oral","","Sodium Iodide, I-131","Bracco Diagnostics Inc."
3941,"Ergocalciferol","Ergocalciferol (Capsule)","ergocalciferol","ergocalciferol","Oral","DB00153","Ergocalciferol","Banner Pharmacaps, Inc."
3942,"Clotrimazole","Clotrimazole (Solution)","Clotrimazole","Clotrimazole","Topical","DB00257","Clotrimazole","TEVA PHARMACEUTICALS USA"
3943,"Amoxicillin and Clavulanate Potassium","Amoxicillin and Clavulanate Potassium (Powder, For Suspension)","Amoxicillin","Amoxicillin","Oral","","Amoxicillin and Clavulanate Potassium","TEVA PHARMACEUTICALS USA"
3944,"Glyburide","Glyburide (Tablet)","Glyburide","Glyburide","Oral","","Glyburide","TEVA Pharmaceuticals USA"
3945,"Tramadol Hydrochloride and Acetaminophen","Tramadol Hydrochloride and Acetaminophen (Tablet)","Acetaminophen","Acetaminophen","Oral","","Tramadol Hydrochloride and Acetaminophen","ALPHAPHARM PTY LTD"
3946,"Vitamin K1","Vitamin K1 (Injection, Emulsion)","Phytonadione","Phytonadione","Intramuscular","DB01022","Phytonadione","Hospira, Inc."
3947,"Atracurium Besylate","Atracurium Besylate (Injection, Solution)","atracurium besylate","atracurium","Intravenous","","Atracurium Besylate","Mayne Pharma (USA) Inc."
3948,"GENGRAF","GENGRAF (Capsule)","cyclosporine","cyclosporine","Oral","DB00091","cyclosporine","Abbott Laboratories"
3949,"MEPERIDINE HYDROCHLORIDE","MEPERIDINE HYDROCHLORIDE (Tablet)","meperidine hydrochloride","meperidine","Oral","","meperidine hydrochloride","CARACO PHARMACEUTICAL LABORATORIES, LTD."
3950,"ALTOPREV","ALTOPREV (Tablet, Extended Release)","lovastatin","lovastatin","Oral","DB00227","lovastatin","Sciele Pharma, Inc."
3951,"ProHance","ProHance (Injection, Solution)","gadoteridol","gadoteridol","Intravenous","DB00597","gadoteridol","Bracco Diagnostics Inc."
3952,"Hydrocodone Bitartrate and Acetaminophen","Hydrocodone Bitartrate and Acetaminophen (Solution)","Hydrocodone Bitartrate","Hydrocodone","Oral","","Hydrocodone Bitartrate and Acetaminophen","Mallinckrodt Inc."
3953,"URSO","URSO (Tablet, Film Coated)","ursodiol","ursodiol","Oral","","ursodiol","Axcan Scandipharm Inc."
3954,"Hydromorphone Hydrochloride","Hydromorphone Hydrochloride (Tablet)","hydromorphone hydrochloride","hydromorphone","Oral","","Hydromorohone Hydrochloride","Roxane Laboratories, Inc."
3955,"Sertraline Hydrochloride","Sertraline Hydrochloride (Concentrate)","SERTRALINE HYDROCHLORIDE","SERTRALINE","Oral","","Sertraline Hydrochloride","Roxane"
3956,"Verelan","Verelan (Capsule, Delayed Release Pellets)","verapamil hydrochloride","verapamil","Oral","","verapamil hydrochloride","Schwarz Pharma"
3957,"Benazepril Hydrochloride","Benazepril Hydrochloride (Tablet)","Benazepril Hydrochloride","Benazepril","Oral","","Benazepril Hydrochloride","BioKey, Inc."
3958,"Nitroglycerin","Nitroglycerin (Patch)","Nitroglycerin","nitroglycerin","Transdermal","DB00727","Nitroglycerin","MYLAN PHARMACEUTICALS INC."
3959,"Mupirocin","Mupirocin (Ointment)","Mupirocin","Mupirocin","Topical","DB00410","Mupirocin","Perrigo New York, Inc."
3960,"Phisohex","Phisohex (Emulsion)","hexachlorophene","hexachlorophene","Topical","DB00756","hexachlorophene","Sanofi-Synthelabo Inc."
3961,"Prinzide","Prinzide (Tablet)","lisinopril","lisinopril","Oral","","lisinopril and hydrochlorothiazide","Merck&Co., Inc."
3962,"Prednisone","Prednisone (Tablet)","Prednisone","Prednisone","Oral","DB00635","Prednisone","Cadista Pharmaceuticals Inc."
3963,"Warfarin Sodium","Warfarin Sodium (Tablet)","WARFARIN SODIUM","WARFARIN","Oral","","Warfarin Sodium","Zydus Pharmaceuticals USA Inc."
3964,"Apexicon E","Apexicon E (Cream)","Diflorasone Diacetate","Diflorasone","Topical","","Diflorasone Diacetate","PharmaDerm"
3965,"AZOPT","AZOPT (Suspension)","brinzolamide","brinzolamide","Ophthalmic","DB01194","brinzolamide","ALCON LABORATORIES, INC."
3966,"Gallium Citrate Ga 67","Gallium Citrate Ga 67 (Injection, Solution)","Gallium Citrate, Ga-67","Gallium Citrate, Ga-67","Intravenous","","Gallium Citrate, Ga-67","Bristol-Myers Squibb Medical Imaging"
3967,"NYSTATIN","NYSTATIN (Powder)","nystatin","nystatin","Topical","DB00646","NYSTATIN","Bristol-Myers Squibb"
3968,"LYSODREN","LYSODREN (Tablet)","mitotane","mitotane","Oral","DB00648","mitotane","Bristol-Myers Squibb"
3969,"Daypro","Daypro (Tablet, Film Coated)","oxaprozin","oxaprozin","Oral","DB00991","oxaprozin","Pfizer Inc"
3970,"Zolpidem Tartrate","Zolpidem Tartrate (Tablet, Film Coated)","Zolpidem Tartrate","zolpidem","Oral","","Zolpidem Tartrate","Aurobindo Pharma USA, Inc."
3971,"Paclitaxel","Paclitaxel (Injection, Solution)","paclitaxel","paclitaxel","Intravenous","DB01229","Paclitaxel","Mayne Pharma (USA) Inc."
3972,"Alprazolam Extended-Release","Alprazolam Extended-Release (Tablet, Extended Release)","Alprazolam","Alprazolam","Oral","DB00404","Alprazolam","COREPHARMA LLC."
3973,"Compro","Compro (Suppository)","Prochlorperazine","Prochlorperazine","Rectal","DB00433","Prochlorperazine","Paddock Laboratories, Inc."
